vendor_id,vendor_name,region,risk_rating
V00633,Simon Ltd,LATAM,Medium
V04958,Gray-Stone,LATAM,High
V03025,"Sandoval, Parrish and Crosby",EMEA,High
V00965,Moore and Sons,AMER,Low
V04870,Benjamin LLC,APAC,Medium
V02467,"Jackson, Mendez and Nguyen",APAC,
V02044,"Foster, Henry and Morrison",LATAM,Medium
V02735,Gill Group,EMEA,Medium
V04441,"Woods, Roberts and Young",APAC,High
V02691,"Jackson, Jackson and Perry",LATAM,Medium
V02705,"Stewart, York and Olson",EMEA,High
V00537,"Mendoza, Jenkins and Ortiz",LATAM,High
V04651,"Guerrero, Berry and Harrison",APAC,Low
V04129,Warren-Ingram,EMEA,High
V02075,Duran PLC,EMEA,Low
V03795,Turner Inc,APAC,High
V01894,Graves Group,AMER,High
V02377,Lloyd-Estes,LATAM,Low
V04132,Hernandez-Beard,APAC,Medium
V02875,Delgado Inc,EMEA,Low
V02941,"Long, Leblanc and Hickman",AMER,Low
V04595,Morris PLC,AMER,Low
V03538,"Wallace, Dixon and Young",APAC,Medium
V01705,Williams Group,AMER,High
V01333,Hammond-Lewis,EMEA,Medium
V02272,"Hamilton, Green and Edwards",LATAM,
V02675,Ruiz LLC,APAC,High
V04976,Atkins-Black,EMEA,Low
V00849,Cole LLC,AMER,Low
V01869,Davis-Garcia,AMER,Low
V02339,Smith Inc,AMER,
V03555,"Alexander, Adams and Huff",APAC,
V02028,Watson PLC,APAC,Medium
V01254,Vaughn LLC,LATAM,High
V04344,"Schmidt, Fuller and Johnson",APAC,
V01025,"Johnson, Guzman and Mccall",AMER,High
V03766,"Mills, Gallegos and Mcdaniel",EMEA,Medium
V00331,Reid Group,APAC,Low
V01416,Spears-Andrews,APAC,Medium
V01412,"Gonzalez, Smith and Padilla",AMER,High
V00008,"Henderson, Ramirez and Lewis",EMEA,Low
V00878,Khan LLC,LATAM,High
V03909,Carter Group,APAC,Medium
V01457,"Hernandez, Shaffer and Thompson",AMER,High
V02695,Rodriguez LLC,AMER,Low
V04770,"Chandler, Knight and Jones",LATAM,Medium
V02419,"Armstrong, Taylor and Gray",EMEA,Low
V03693,"Espinoza, Wells and Stewart",APAC,High
V05000,Scott PLC,AMER,
V03804,Weiss-Cross,LATAM,Medium
V04187,Mathews Group,APAC,Medium
V04807,Moore-Murphy,EMEA,Low
V02183,"Hayden, Harmon and Mcdonald",APAC,Medium
V02899,Murphy Inc,LATAM,Low
V00158,"Miller, Hernandez and Reyes",AMER,Medium
V01476,Page-Jacobs,APAC,Medium
V03306,Smith and Sons,EMEA,Medium
V01299,"Wilson, Smith and Cortez",APAC,High
V01538,Parks LLC,LATAM,Low
V02156,"Peterson, Davis and Reed",APAC,High
V01097,"Johnson, Lee and Whitaker",APAC,High
V02148,Freeman-Rodriguez,APAC,Low
V02061,"Singh, Walker and Moody",APAC,Medium
V01625,"Barnett, Bennett and Escobar",APAC,Low
V03371,"Gonzalez, Richards and Miller",LATAM,Medium
V03278,"Travis, Buck and Mitchell",APAC,High
V02182,Ray and Sons,LATAM,High
V04329,"Ross, Cummings and Harris",APAC,Medium
V04736,Reeves and Sons,EMEA,Low
V01913,Sullivan and Sons,APAC,Medium
V02635,"Berry, Myers and James",LATAM,High
V04656,Knight LLC,AMER,
V00550,Miller Ltd,APAC,High
V02681,Stafford PLC,LATAM,Medium
V04051,Hamilton Ltd,AMER,Low
V03902,Sanchez Ltd,EMEA,Low
V01580,"King, Nixon and West",EMEA,High
V00411,Kim Inc,EMEA,Low
V03903,Smith Inc,EMEA,
V03340,"Smith, Marks and Kennedy",AMER,Medium
V02767,Davis Ltd,AMER,Low
V00262,"Anderson, Roberts and Gilmore",APAC,High
V04861,Lawrence-Hanna,AMER,Low
V04197,Pope PLC,LATAM,High
V03908,Gonzales Ltd,AMER,Medium
V03897,Morris LLC,LATAM,High
V02997,Jones PLC,LATAM,High
V01560,"Burns, Hanson and Garza",AMER,Medium
V04281,Greene-Sims,AMER,
V02331,Clark Inc,EMEA,Low
V02448,Hughes-Mccullough,AMER,High
V02913,Sandoval and Sons,APAC,Medium
V04777,Hudson-Butler,AMER,
V02745,Parker-Archer,APAC,Medium
V00979,Aguilar LLC,EMEA,Low
V02696,Smith Ltd,AMER,High
V02198,"Thompson, Phelps and Stuart",AMER,Low
V01197,"Mcpherson, Anderson and Knapp",APAC,Medium
V00729,Nichols-Mitchell,APAC,High
V00754,Peterson PLC,LATAM,High
V01614,Jensen-Branch,APAC,Medium
V04919,Velazquez PLC,AMER,Low
V04745,Greene LLC,LATAM,Medium
V02228,Ruiz-Gutierrez,LATAM,Medium
V02498,"   woodard, warner and farmer  ",AMER,Medium
V03560,"Wagner, Melendez and Valdez",EMEA,High
V03159,Park Group,APAC,Medium
V04680,Smith LLC,LATAM,Low
V04771,Fitzpatrick Group,EMEA,Medium
V03644,Gutierrez-Tran,EMEA,Low
V01801,"Haas, Cooper and Davis",AMER,Medium
V03624,Robinson LLC,LATAM,Low
V02846,Merritt-Clark,APAC,High
V04707,Parks PLC,AMER,Medium
V04500,Pierce-Williams,EMEA,High
V00653,"Cox, Stark and Rodriguez",EMEA,High
V01539,"Brown, Kelly and Moore",EMEA,High
V03654,"Warner, Oconnor and Smith",LATAM,High
V01422,Maldonado-Mosley,APAC,Low
V03012,"Gibson, Zimmerman and Warren",APAC,High
V03723,Townsend-Reed,EMEA,Medium
V01810,Wells and Sons,AMER,Medium
V00987,Gomez and Sons,APAC,High
V02093,Clark Inc,LATAM,Medium
V00141,Hernandez Inc,AMER,Low
V03731,Sanders-Forbes,EMEA,Low
V03598,Wood LLC,AMER,Medium
V02046,Baldwin Group,AMER,Medium
V04180,Kirk Ltd,LATAM,Medium
V01379,"Reynolds, Fisher and Golden",APAC,Medium
V04975,Boyd-Vaughn,AMER,Low
V03684,Taylor-Sawyer,APAC,High
V00967,"Howard, Townsend and Hayes",AMER,Medium
V02544,Hobbs-Harvey,APAC,Low
V01373,Mills PLC,AMER,Medium
V02694,Mcmillan-Martinez,APAC,High
V03551,Benjamin and Sons,EMEA,Medium
V03957,Miller-Gonzalez,EMEA,Medium
V00576,"Cole, Pierce and Bryan",LATAM,Medium
V00296,Williams Inc,LATAM,High
V02114,Simpson LLC,AMER,Medium
V04469,Wright-Bennett,APAC,Medium
V02112,"Perez, Rodriguez and Rollins",LATAM,Low
V03087,Hayden Ltd,APAC,Medium
V02600,Oneal-Duncan,APAC,High
V00667,"Stuart, Brooks and Vance",APAC,High
V00547,"Ferguson, Shaw and Jackson",EMEA,Medium
V04985,Lopez Ltd,APAC,High
V00600,Fox-Edwards,LATAM,Medium
V00562,Wright-Davis,EMEA,High
V02083,Pope PLC,LATAM,High
V03312,Hester-Parrish,AMER,
V03913,"Molina, Rodriguez and Jackson",AMER,Low
V04220,"Haynes, Jennings and Ballard",APAC,High
V04713,   mendoza-jackson  ,EMEA,Low
V02529,"Garrett, Johnson and Reynolds",EMEA,Medium
V03152,Bennett-Hudson,APAC,High
V02338,"Leonard, Ballard and Miller",APAC,High
V00228,"Duran, Obrien and Gibbs",APAC,High
V01785,Peterson Ltd,APAC,Medium
V01495,"Ferguson, Stout and Olson",APAC,Medium
V04449,Sanchez-Blackburn,LATAM,Medium
V00222,Harrison-Alexander,LATAM,Medium
V04133,"Peterson, Nelson and Travis",EMEA,High
V01068,Thompson-Joyce,AMER,High
V00427,Johnson-Wood,APAC,High
V03878,Flores-Cox,APAC,Low
V03727,Smith LLC,APAC,High
V04723,"Pena, Mueller and Mckay",LATAM,Low
V02896,Johnson-Munoz,EMEA,Low
V03259,"King, Ortiz and Munoz",EMEA,High
V00289,"Miller, Murphy and Craig",LATAM,Medium
V02852,Wilson PLC,LATAM,Low
V02702,King Inc,EMEA,Medium
V01140,Taylor and Sons,EMEA,Medium
V01512,Flores and Sons,APAC,Low
V02391,Hardin-Villanueva,AMER,Low
V02928,Sullivan PLC,EMEA,Medium
V03843,"Little, Macias and Reyes",LATAM,Low
V01096,"Powell, Deleon and Warren",APAC,Medium
V01118,"Lynch, Evans and Rodriguez",APAC,Low
V04308,Cohen Group,APAC,High
V00614,"Nelson, Hoffman and Nelson",APAC,Medium
V02000,"Frazier, Ramirez and Brown",AMER,
V02866,Brown-Stout,LATAM,High
V01034,"Barnes, Jackson and Gutierrez",AMER,Medium
V01999,Flores LLC,AMER,Medium
V02333,Ferguson-Smith,APAC,Low
V01237,"Andrade, Gordon and Cruz",LATAM,Low
V03105,Carson PLC,LATAM,High
V02405,"Sullivan, Gonzalez and Turner",LATAM,High
V00891,Taylor-Ayala,EMEA,High
V02786,Ortega-Gray,EMEA,Medium
V03293,Valentine Inc,APAC,Medium
V03336,Rivers Ltd,AMER,High
V03028,Montoya and Sons,APAC,High
V00716,Levy-May,LATAM,Medium
V04231,Fields Group,EMEA,High
V02245,Gonzalez-Haynes,EMEA,Low
V00536,Parker Ltd,AMER,Low
V01255,Molina Inc,APAC,Medium
V04477,Martinez LLC,EMEA,High
V02069,"Quinn, Smith and Green",LATAM,Low
V00662,"Robinson, Jones and Henderson",LATAM,Medium
V03884,Roberts-Patel,LATAM,Low
V03528,Hill PLC,APAC,Low
V01390,"Henderson, Diaz and Hill",EMEA,Low
V01038,Phillips LLC,AMER,High
V04921,Tate-Flores,APAC,High
V03800,"Mcdaniel, Hale and Durham",AMER,High
V00290,"James, Stewart and Higgins",EMEA,
V02945,Bailey Ltd,AMER,High
V02357,Wilson-Dean,AMER,Low
V04059,"Guerrero, Watson and Perry",LATAM,High
V04602,Williams PLC,EMEA,High
V01086,Mccall-Prince,LATAM,High
V03354,Sheppard Ltd,APAC,High
V03554,"Yates, Lawson and Hopkins",EMEA,Medium
V02538,Patton Inc,LATAM,Low
V00650,Todd-Pham,LATAM,Low
V04317,Jennings-Hughes,EMEA,Medium
V03369,Glover-Shaw,APAC,Low
V03939,Santos LLC,EMEA,Low
V03962,Guzman-Vasquez,APAC,Medium
V03398,Taylor-Jacobson,AMER,Low
V03535,"Braun, Hester and Smith",AMER,High
V02859,Chen-Wallace,EMEA,Medium
V02127,Martinez-Massey,AMER,Low
V04857,Carrillo-Simon,LATAM,Medium
V04147,"Freeman, Obrien and Cunningham",LATAM,
V04624,Watson PLC,AMER,Low
V03597,"Medina, Lee and Freeman",AMER,High
V04372,Lee-Ramirez,LATAM,Low
V01807,Young Ltd,LATAM,Medium
V00959,Jones-Bradley,EMEA,High
V03160,Ramirez Inc,APAC,Medium
V02660,Hale Inc,LATAM,Low
V02952,Diaz-Mcclain,LATAM,Low
V01669,"Moss, James and Edwards",LATAM,Low
V03225,"Gross, Lucero and Walters",LATAM,Medium
V00172,"Alvarado, Miller and Patterson",APAC,Medium
V03475,Turner-Horn,EMEA,Medium
V04954,"Clark, Rodriguez and Horton",EMEA,Low
V02634,Carroll-Lloyd,LATAM,High
V00801,Garcia and Sons,AMER,Medium
V01503,"Brooks, Jenkins and Castro",AMER,Medium
V01050,Miller-Colon,EMEA,Medium
V03056,Vasquez Inc,AMER,High
V04839,Lee-Jones,LATAM,High
V03061,Moreno-Greene,LATAM,High
V01776,"Stark, Rivera and Valencia",EMEA,Medium
V04278,Ortiz-Smith,LATAM,Medium
V00136,"Lawson, Morris and Ramos",LATAM,Medium
V03427,Bennett-Ruiz,LATAM,Medium
V02493,"   chavez, sanchez and bird  ",LATAM,Medium
V02746,Ortiz Inc,APAC,Low
V03258,"Weiss, Cole and Preston",APAC,Low
V04111,"Jackson, Moore and Becker",AMER,High
V03942,Figueroa LLC,LATAM,Low
V03373,Cain Ltd,LATAM,Low
V04697,"Christensen, Johnson and Hubbard",AMER,Medium
V04761,Jones-Rivera,AMER,High
V01883,Price-Ferrell,AMER,Medium
V03830,Martinez Group,AMER,Medium
V01048,Williams PLC,APAC,Medium
V01496,Ballard Group,EMEA,
V01126,"Erickson, Armstrong and Lee",APAC,Low
V04408,Graves Ltd,APAC,Medium
V01169,"Jennings, Smith and Fisher",LATAM,High
V01708,"Thompson, Gibson and Riley",APAC,High
V01285,Robertson-Hicks,AMER,Medium
V01695,Dean LLC,APAC,
V04972,Smith and Sons,EMEA,Low
V01474,Miller LLC,EMEA,Low
V02457,"Mayer, White and Smith",AMER,Low
V02481,Fernandez-Jackson,APAC,Medium
V01680,"Mason, White and Richards",AMER,Low
V01779,Campbell LLC,AMER,High
V03360,Knight-Sparks,APAC,High
V00054,"Robinson, Jones and Welch",EMEA,Medium
V02108,Knapp Ltd,EMEA,High
V02615,Murillo Ltd,APAC,High
V02055,Jones-Choi,EMEA,Medium
V01651,"Fry, Wilson and Stewart",EMEA,High
V00962,Haynes-Moss,APAC,High
V03419,Estes-Mcdonald,EMEA,High
V03310,"Gibson, Moore and Wagner",EMEA,Medium
V04157,"White, Mccoy and Murphy",AMER,High
V03163,Brown-Stokes,APAC,Low
V01164,Wise-Dean,APAC,High
V02578,Decker and Sons,LATAM,Medium
V04605,Smith Ltd,APAC,Medium
V02456,Shaw-Smith,AMER,Low
V01543,Howard-Taylor,APAC,High
V02283,Alexander Ltd,LATAM,Medium
V00744,"Alvarez, Williams and Jones",APAC,Low
V00908,"Wheeler, Rice and Levine",AMER,Medium
V02895,Stewart Group,AMER,Low
V03114,Allen Inc,AMER,High
V04241,Mcfarland-Kelley,AMER,High
V00224,Wilson-Jones,LATAM,Low
V00928,"Tanner, Wise and Johnson",LATAM,Low
V01674,"Williams, Hughes and Hubbard",EMEA,High
V04071,   rodriguez group  ,APAC,Medium
V00505,Acosta Inc,EMEA,Low
V00132,Spencer-Lee,EMEA,Low
V01972,Riley-Snow,LATAM,Low
V01676,Wilkerson-Ayala,EMEA,Medium
V00743,Lewis Ltd,APAC,Medium
V02824,Meyer PLC,EMEA,Medium
V01911,Levy-Smith,APAC,Medium
V00777,Taylor Inc,APAC,Low
V04047,Woods-Hicks,LATAM,Medium
V01561,Diaz PLC,AMER,Medium
V00159,Mccarthy Inc,LATAM,High
V01622,Singh and Sons,AMER,High
V00219,Williams-Brown,APAC,Medium
V00252,"   graham, olsen and costa  ",AMER,High
V03191,Gutierrez-Bell,LATAM,
V00808,Bailey LLC,LATAM,
V02335,Stevens-Sullivan,APAC,High
V02701,Marquez PLC,LATAM,Medium
V04710,"Reed, James and Henry",EMEA,Low
V00004,Davis and Sons,EMEA,Low
V04904,Duncan Inc,APAC,Low
V03875,Wang Ltd,LATAM,Medium
V03750,"Wilkinson, Everett and Collins",AMER,Medium
V01671,"Liu, Buchanan and Meyer",APAC,High
V04093,Gardner-Wilson,AMER,Low
V03790,"Gonzalez, Compton and Walton",AMER,Low
V01635,"Torres, Burns and Garner",AMER,Low
V03831,Richardson-Small,LATAM,High
V02189,Walters Group,AMER,High
V01667,"Burns, Nguyen and Ellis",AMER,High
V00447,"Henderson, Cox and Cox",APAC,High
V00332,"Turner, Ortiz and Taylor",LATAM,High
V00454,White Ltd,EMEA,Low
V02429,Thomas and Sons,AMER,Medium
V02604,"Oliver, Simmons and Mcdonald",AMER,Medium
V04483,"Love, Anderson and Brown",LATAM,High
V02286,Oneill and Sons,APAC,High
V01263,Greer-Pruitt,AMER,High
V03998,Hill-Wood,AMER,High
V00351,Fernandez and Sons,EMEA,Medium
V03184,"Cole, Montes and Davis",AMER,Medium
V04543,Pham Inc,EMEA,Medium
V02968,Hamilton LLC,LATAM,Medium
V03474,Santos Group,APAC,High
V01850,Mullins-Gutierrez,APAC,High
V00883,Barber-Fischer,AMER,High
V01409,Allen-Smith,EMEA,Low
V03666,Wood-Hart,EMEA,Medium
V03010,"Nelson, White and Moore",APAC,High
V02917,Lindsey-Shaw,LATAM,Medium
V03901,"Davidson, Lara and Massey",EMEA,High
V04066,Rivera Group,APAC,Medium
V04589,Avery-Cohen,EMEA,High
V00623,Pearson and Sons,LATAM,Medium
V01397,Owen-Mendez,LATAM,Low
V03513,"Hamilton, Patterson and Daniel",LATAM,High
V03414,Wolfe-Rodriguez,LATAM,Low
V00606,Bush-Vaughn,EMEA,Low
V02617,Short-Logan,LATAM,High
V00073,Henderson-Bernard,AMER,Medium
V00676,Johnson Ltd,APAC,High
V03856,George-Daugherty,AMER,Low
V00305,"Evans, Hayden and Vaughn",LATAM,High
V00985,Underwood-Foster,AMER,Medium
V00218,Erickson and Sons,EMEA,Medium
V04143,"Huff, Bird and Miller",LATAM,High
V03734,"Chen, Henry and Wells",EMEA,High
V02284,"Washington, Vasquez and Singleton",EMEA,High
V04826,"Martin, Kennedy and Chavez",EMEA,High
V01242,"Valencia, Joseph and Walls",LATAM,Medium
V03063,"Roth, Bailey and Garcia",LATAM,Low
V04640,Mendez-Tyler,AMER,Medium
V00234,Arnold and Sons,APAC,High
V04106,Thomas Ltd,LATAM,Medium
V01851,Young-Alexander,LATAM,Low
V02590,Salas-York,APAC,Medium
V02145,Johnson-Thompson,APAC,High
V01506,Garrett-Black,EMEA,High
V02781,Clark Inc,LATAM,Low
V04699,Clarke-Warren,APAC,Low
V02819,Garner Inc,LATAM,Medium
V03029,Adams-Perkins,AMER,Low
V02766,"Parker, Benitez and Velasquez",APAC,Medium
V03122,Shaw and Sons,LATAM,High
V03806,Freeman-Yang,EMEA,Medium
V01326,"Quinn, Humphrey and Ford",LATAM,Low
V04162,"Ritter, Baker and Leon",EMEA,Low
V04648,"Jacobs, Calhoun and Wyatt",APAC,
V03990,Gibbs-Nguyen,AMER,Medium
V01924,"Gregory, Nguyen and Daugherty",AMER,Low
V04520,Guzman-Martin,AMER,Low
V03453,"Castaneda, Solis and Gonzales",LATAM,Medium
V00548,"Moore, Hopkins and Le",EMEA,High
V02466,Parker Group,APAC,Low
V03346,"Scott, Tucker and Diaz",LATAM,Low
V04035,"Clark, Turner and Coleman",LATAM,Medium
V01253,Vega-Thomas,EMEA,Medium
V03674,Johnson Ltd,APAC,Low
V04750,Cole PLC,AMER,Medium
V00339,Crosby-Ramirez,LATAM,High
V00529,"Daniels, Vance and York",AMER,High
V03477,Ayala and Sons,APAC,Medium
V00771,Armstrong and Sons,AMER,High
V01710,Richardson-Gray,LATAM,High
V04072,Lucero-Chase,AMER,High
V01056,Watson Group,LATAM,Medium
V02979,James PLC,LATAM,Medium
V03482,Kim PLC,AMER,High
V01946,Brown LLC,LATAM,
V03876,Pierce-Bell,AMER,Medium
V02557,"Sandoval, Thomas and Young",AMER,Medium
V00531,Hicks-Martinez,EMEA,High
V01297,Russell-Hayes,LATAM,High
V01874,Erickson Inc,EMEA,Low
V04755,Moyer-Sanchez,AMER,Medium
V01233,Tran Group,APAC,High
V03667,"Collins, Thomas and Soto",APAC,High
V04873,Mack-Alvarado,LATAM,Low
V00295,"Brennan, Wallace and Benson",APAC,Medium
V03742,"Mclaughlin, Cook and Powers",LATAM,Medium
V00445,"Conner, Li and Santiago",LATAM,Medium
V00496,Carter Inc,EMEA,Medium
V04695,Ortiz Group,AMER,High
V00886,Wheeler PLC,AMER,High
V01344,Brown LLC,APAC,Low
V04280,Montoya Group,LATAM,Low
V00336,"Avery, Horton and Fernandez",EMEA,Low
V03418,"Santos, Sandoval and Wallace",EMEA,Medium
V01340,"Martin, Palmer and Griffin",AMER,High
V04185,"Lucero, Sanchez and Perez",APAC,High
V03153,Walker Group,EMEA,High
V03871,"Manning, Fritz and Brooks",APAC,Low
V02149,"Henry, Spencer and Ryan",EMEA,
V03314,Martin-Parker,AMER,High
V03874,Duncan and Sons,LATAM,Low
V03451,"May, Crawford and Collier",LATAM,Low
V04219,"Wilson, Davis and Shah",EMEA,Low
V02451,Mann PLC,AMER,High
V01372,Cruz-Rodriguez,EMEA,High
V01129,"Evans, Jackson and Sandoval",EMEA,High
V04874,Zhang-Lewis,EMEA,High
V01749,"Russo, Collins and Murphy",AMER,Low
V03074,Pham Ltd,EMEA,Low
V00541,"Matthews, Saunders and Anderson",AMER,Medium
V04082,Blair LLC,EMEA,Low
V00661,Foster Inc,LATAM,High
V02982,Hicks Ltd,AMER,Medium
V04113,"Hernandez, Dunlap and Lynch",LATAM,High
V01089,"Cohen, Compton and Perez",LATAM,Medium
V01398,"Mann, Martin and Oconnell",LATAM,Medium
V04411,"Phillips, Gutierrez and Davidson",AMER,High
V04681,"Ball, Mitchell and Allen",AMER,High
V04505,"Garner, Campbell and Hawkins",LATAM,High
V02299,Nguyen-Dennis,AMER,High
V04330,Marquez PLC,AMER,Low
V01923,"Walker, Brock and Simmons",APAC,High
V00815,Hall-Sullivan,EMEA,Medium
V03854,"Mitchell, Smith and Clark",EMEA,Medium
V01300,Avila PLC,EMEA,High
V04456,   elliott-zamora  ,APAC,Low
V01324,Joseph Ltd,APAC,Medium
V03181,Lin-Wilson,EMEA,Low
V02040,Brown-Davidson,APAC,High
V01978,"Mullins, Steele and Russell",APAC,Medium
V04429,Barnes-Johnson,LATAM,High
V01554,"Moore, Campbell and Ortiz",EMEA,Medium
V00438,"Williams, Mccoy and Cook",AMER,High
V02318,"Miller, Mcdonald and Miller",LATAM,High
V01928,Thomas-Perry,LATAM,Low
V04824,"   davis, obrien and barker  ",APAC,Medium
V00116,Walker Ltd,APAC,Low
V04307,"Martin, Payne and Stewart",EMEA,High
V00906,"Brown, Hurst and Blevins",AMER,
V02612,Leonard LLC,EMEA,High
V01996,Zavala and Sons,EMEA,High
V00503,Morgan-Lopez,AMER,Medium
V02406,Medina Group,AMER,Low
V00154,Green-Wright,EMEA,Low
V00619,Smith PLC,EMEA,Medium
V01466,Dillon-Mccarty,LATAM,Medium
V02897,Nelson PLC,EMEA,Low
V01244,"Reed, Chambers and Zavala",APAC,High
V00765,Miller Group,AMER,High
V04170,Harris-Chase,EMEA,Low
V00902,"Griffith, Mitchell and Pugh",AMER,Low
V01997,"Wilson, Mendoza and Crosby",LATAM,Medium
V03424,"Morgan, Espinoza and Buchanan",APAC,Low
V02257,Williamson and Sons,APAC,High
V04858,Gibson Ltd,APAC,Low
V04444,Morgan LLC,APAC,
V00193,Short-Garcia,APAC,High
V01018,Daugherty Ltd,LATAM,Low
V03329,"Sullivan, Long and Robinson",LATAM,Low
V04438,"Porter, Graham and York",LATAM,High
V00472,Combs Ltd,AMER,Medium
V00904,Harris-Lawson,AMER,High
V04645,Mejia Inc,EMEA,Medium
V01598,"Cunningham, Murphy and Wolfe",AMER,Low
V00408,Roberts-Sullivan,AMER,High
V02888,Santos-Martin,LATAM,High
V02625,Carrillo-Wolfe,EMEA,High
V02670,Sanders Inc,AMER,Medium
V02155,Pacheco-Silva,APAC,High
V04081,Wright LLC,AMER,High
V01446,"Holmes, Stewart and Smith",LATAM,High
V04389,Sanchez and Sons,APAC,Low
V03770,Clark-Lyons,LATAM,Low
V01301,Haynes Inc,EMEA,Low
V02648,Reynolds-Mckinney,EMEA,Medium
V02892,Cowan-Terry,AMER,Medium
V02790,Johnson Inc,LATAM,High
V04560,Fernandez-Collier,EMEA,High
V02949,Martinez-Freeman,LATAM,High
V01864,Murray-Leonard,AMER,High
V01306,Taylor Group,AMER,Medium
V04776,Smith-Anderson,AMER,Low
V03945,"Medina, Miller and Yates",EMEA,High
V00063,Wright and Sons,AMER,High
V03801,"Bennett, Ford and Sanchez",APAC,Low
V02581,Wood LLC,APAC,High
V01572,"Ray, Craig and Park",APAC,Medium
V04015,"Marks, Murphy and Ryan",EMEA,Medium
V02939,Evans-Carter,AMER,High
V00211,"Pierce, Bell and Chavez",AMER,Low
V03922,Walker LLC,APAC,High
V04226,"Miller, Hayes and Davis",APAC,Medium
V02106,Jackson-Webster,EMEA,Medium
V00779,Alexander-Jordan,EMEA,High
V03179,"Newton, Doyle and Stewart",APAC,Medium
V00645,Sullivan PLC,EMEA,Low
V00108,Dickson-Brady,APAC,High
V01014,Brown-Hernandez,LATAM,
V03837,"Rodgers, Wright and Miller",LATAM,Low
V00253,Bailey-Cook,AMER,High
V03199,Garcia-Brady,APAC,Medium
V01216,Petersen PLC,LATAM,Medium
V03472,Nelson Inc,EMEA,Low
V00322,Brock-Mcdonald,LATAM,High
V02344,Hernandez-Henderson,APAC,Medium
V01441,"Ramirez, Walker and Ray",APAC,High
V00677,Mendez-Mayer,AMER,Low
V04706,Gray Group,AMER,
V00581,"Cook, Wells and Bryant",EMEA,Low
V00433,Hayes LLC,EMEA,Medium
V04628,Solis-Lopez,LATAM,Low
V04672,Baker Group,EMEA,Low
V00713,"Butler, Hernandez and Rivera",EMEA,Medium
V00798,"Ortega, Jackson and Salazar",EMEA,Medium
V01738,Morgan Group,AMER,High
V01701,"Grant, Bryan and Williams",APAC,Low
V01150,Smith-Ferguson,LATAM,Low
V04950,"Carpenter, Coffey and Wright",AMER,High
V04214,Joseph LLC,LATAM,Low
V00255,Roberts-Landry,EMEA,High
V01387,"Smith, Pena and Watts",EMEA,Medium
V01406,Harris Ltd,EMEA,High
V04153,"Williams, Holland and Alexander",EMEA,High
V01631,"Hughes, Whitney and Romero",APAC,High
V04791,"Turner, Kaufman and Esparza",EMEA,Medium
V03816,Martin Ltd,LATAM,High
V03341,Fuentes PLC,EMEA,High
V04610,Yang PLC,AMER,
V02732,Gray-Ruiz,EMEA,Low
V04095,Rogers-Stafford,EMEA,Medium
V03879,Beck Ltd,APAC,Medium
V04711,"Griffin, Coleman and Kim",EMEA,High
V01568,"Davis, Hardy and Schmidt",EMEA,High
V01391,"Sanders, Harris and Arnold",APAC,High
V01321,Jensen-Torres,AMER,Low
V04371,Frey-Diaz,LATAM,High
V01648,"Roach, Browning and Jordan",AMER,High
V01795,"Berger, Fields and Smith",AMER,High
V03638,"Rivera, Jacobs and Smith",AMER,Low
V04923,"Mcbride, Hall and Hill",AMER,Low
V01584,Foley Inc,APAC,Medium
V02310,"Munoz, Howard and Davis",LATAM,Low
V02470,Scott-David,EMEA,High
V02174,"Richard, Davis and Rogers",EMEA,Low
V01448,"Hensley, Lopez and Baker",AMER,Low
V02558,"Trevino, Henderson and Gonzalez",APAC,High
V01177,Kelley and Sons,LATAM,High
V04990,Zamora LLC,LATAM,Low
V00474,Lowery-Kennedy,EMEA,High
V03640,Barr-Wang,EMEA,
V03946,Knight-Wright,LATAM,Low
V01607,Foster-Duncan,APAC,Medium
V03044,Daniels LLC,EMEA,High
V00943,Cline-Ayala,AMER,High
V01376,"Gordon, Wilson and Olson",EMEA,High
V04321,"Thompson, Coffey and Kidd",AMER,Medium
V02659,"Quinn, Ellis and Bartlett",LATAM,
V02560,Peterson Ltd,APAC,Medium
V03711,"Thomas, Martin and Baxter",AMER,High
V04742,"Monroe, Sullivan and King",APAC,High
V00748,Goodwin Ltd,EMEA,High
V00294,Good-Hodges,EMEA,Low
V04029,"Gonzalez, Underwood and Schaefer",LATAM,High
V03165,Parrish Ltd,AMER,High
V01870,Bell-Hardy,EMEA,Low
V03906,Ware-Medina,AMER,
V01661,Joseph-Brooks,APAC,Medium
V04455,Li and Sons,AMER,Medium
V04168,Sloan Inc,APAC,Low
V02292,Clay Inc,AMER,Low
V00444,Collins Group,APAC,Medium
V04052,Perez-Haynes,APAC,Low
V00248,"Matthews, Smith and Hubbard",APAC,High
V01432,Porter and Sons,LATAM,Medium
V03006,"Brown, Compton and Lee",LATAM,Low
V00017,James Group,EMEA,High
V00545,"Jacobson, Singleton and King",APAC,High
V00879,Baxter LLC,APAC,High
V03485,"Smith, Gutierrez and Goodwin",EMEA,Low
V01088,Ramirez-Vasquez,APAC,Low
V02393,Carrillo Ltd,EMEA,Low
V00091,"Turner, Riggs and Roman",LATAM,High
V04765,"Watson, West and Cook",APAC,Low
V03611,"Johnson, Walters and Smith",APAC,High
V01719,"Gomez, Anderson and Hart",EMEA,Medium
V04213,"Matthews, Huffman and Arellano",AMER,High
V02281,Martin-Mcdonald,AMER,Low
V03600,Phillips-Rodriguez,APAC,Medium
